행사명,날짜,시작 시간,끝나는 시간,가까운 지하철역,호선,환승역,승하차구분,05 ~ 06,06 ~ 07,07 ~ 08,08 ~ 09,09 ~ 10,10 ~ 11,11 ~ 12,12 ~ 13,13 ~ 14,14 ~ 15,15 ~ 16,16 ~ 17,17 ~ 18,18 ~ 19,19 ~ 20,20 ~ 21,21 ~ 22,22 ~ 23,23 ~ 24,00 ~ 01
아이유 콘서트,2022-09-17,19:00,21:30,종합운동장역,2호선,신도림,하차,163.0,485.5,566.0,884.5,1070.5,1715.0,2035.5,2165.5,2226.0,2099.5,2364.0,2526.0,2776.0,2340.0,1863.0,1573.0,1645.5,1545.0,1442.5,526.0
아이유 콘서트,2022-09-18,19:00,21:30,종합운동장역,2호선,신도림,하차,141.0,457.5,368.5,670.5,1036.5,1748.5,1516.5,1794.5,1977.0,1932.5,2038.5,2028.0,2214.0,2064.0,1691.5,1400.0,1488.0,1349.5,1204.5,414.5
싸이 흠뻑쇼,2022-07-15,18:42,22:40,종합운동장역,2호선,신도림,하차,180.5,733.5,1636.0,4568.0,2277.5,1830.5,1762.5,1790.5,1968.0,1988.5,2335.5,2869.0,4216.5,7628.0,5079.0,2599.5,2451.5,2417.5,2104.5,1361.5
싸이 흠뻑쇼,2022-07-16,18:42,22:40,종합운동장역,2호선,신도림,하차,179.0,598.0,695.0,1164.0,1460.5,2228.5,2576.5,2917.0,2949.0,2635.5,2776.0,3255.0,3558.5,3033.5,2048.0,1798.0,2009.5,1960.0,1972.0,583.0
싸이 흠뻑쇼,2022-07-17,18:42,22:40,종합운동장역,2호선,신도림,하차,126.5,554.0,418.5,739.5,1024.0,1885.0,1782.0,2059.5,2176.5,1931.5,1996.5,2056.5,2219.0,2039.0,1677.5,1548.0,1591.0,1308.0,1144.5,237.0
워터밤 2022,2022-06-24,12:00,22:00,종합운동장역,2호선,신도림,하차,178.5,755.0,1727.0,4764.0,2399.0,1917.5,1930.0,1884.5,2063.0,2033.0,2461.0,2953.0,4427.0,7909.0,5395.5,2649.5,2496.5,2555.5,2454.0,1484.5
워터밤 2022,2022-06-25,12:00,22:00,종합운동장역,2호선,신도림,하차,185.5,768.0,707.5,1297.5,1620.0,2702.0,2868.5,3265.0,3362.5,3056.5,3155.0,3420.5,3827.5,3262.5,2214.0,1907.5,2110.5,2159.0,2187.0,643.5
워터밤 2022,2022-06-26,12:00,22:00,종합운동장역,2호선,신도림,하차,156.0,545.5,493.0,826.5,1125.5,2104.5,2119.0,2263.5,2329.0,2126.0,2288.0,2269.0,2309.5,2189.5,1668.5,1600.5,1510.5,1430.5,1230.5,267.0
bts 콘서트 2019,2019-10-26,18:30,,종합운동장역,2호선,신도림,하차,259.0,1010.0,990.0,1956.5,2222.0,3615.0,4457.5,4672.5,5044.0,4491.0,4523.0,5353.0,5144.0,4660.0,3411.0,2776.5,2757.5,2942.0,2881.5,741.0
bts 콘서트 2019,2019-10-27,18:30,,종합운동장역,2호선,신도림,하차,207.5,875.5,677.5,1099.5,1699.5,3231.0,3010.5,3317.5,3571.0,3378.0,2965.5,3008.0,3172.0,3054.0,2409.0,2041.0,2087.5,1866.0,1541.0,293.0
bts 콘서트 2019,2019-10-29,18:30,,종합운동장역,2호선,신도림,하차,222.0,799.0,1849.5,6125.0,3417.0,2466.0,2282.5,2304.0,2491.0,2532.5,2780.5,3399.5,4606.5,7827.0,6421.0,3416.0,3290.0,3309.5,2161.0,1188.0
bts 콘서트 2018,2018-08-25,18:30,,종합운동장역,2호선,신도림,하차,224.0,788.0,894.5,1811.0,2353.5,3337.0,4008.5,4355.5,4485.5,4207.5,4182.0,4416.5,4839.0,4235.5,3048.5,2586.0,2418.0,2505.5,2971.0,1101.0
bts 콘서트 2018,2018-08-26,18:30,,종합운동장역,2호선,신도림,하차,211.0,741.0,636.5,1106.0,1685.0,3012.0,2726.0,3155.0,3065.0,2917.0,2782.0,2928.0,2921.0,2842.5,2386.5,2025.0,2114.5,1834.5,1661.5,334.5
조용필 콘서트 2018,2018-05-12,19:30,,종합운동장역,2호선,신도림,하차,294.5,1073.0,958.5,1497.5,2023.5,3139.0,3943.5,4339.5,4242.0,3837.5,3961.0,4358.5,4547.5,4445.0,3306.5,2858.5,2735.0,2914.0,3176.0,907.5
월드 디제이 페스티벌,2018-05-26,14:00,22:00,종합운동장역,2호선,신도림,하차,326.0,1023.5,1039.0,1713.5,2306.0,3682.0,4547.0,4868.5,4942.0,4594.5,4717.0,5164.0,5114.5,4538.5,3487.5,2955.0,2995.0,3093.5,3135.5,911.0
월드 디제이 페스티벌,2018-05-27,14:00,22:00,종합운동장역,2호선,신도림,하차,215.5,841.0,739.0,1162.0,1890.5,3167.0,3022.5,3599.5,3538.5,2902.5,2861.0,3082.0,3220.5,3101.0,2505.5,2278.5,2324.0,2121.5,2000.5,440.5
아이유 콘서트,2022-09-17,19:00,21:30,종합운동장역,2호선,영등포구청,하차,87.0,268.5,232.5,439.0,486.5,669.5,660.5,710.5,732.5,749.0,683.5,810.0,793.5,676.5,467.0,439.5,423.0,383.0,334.0,53.5
아이유 콘서트,2022-09-18,19:00,21:30,종합운동장역,2호선,영등포구청,하차,55.5,205.5,155.5,280.0,364.5,514.0,527.5,604.0,569.0,534.5,550.0,550.0,575.5,543.5,433.0,401.5,428.0,360.5,280.0,36.0
싸이 흠뻑쇼,2022-07-15,18:42,22:40,종합운동장역,2호선,영등포구청,하차,108.5,532.0,1577.0,5529.5,2301.5,961.0,832.5,753.5,842.5,794.0,900.5,1029.0,1375.5,2208.0,1570.0,755.0,665.0,642.5,527.5,274.5
싸이 흠뻑쇼,2022-07-16,18:42,22:40,종합운동장역,2호선,영등포구청,하차,88.0,345.5,302.5,635.5,752.0,787.0,825.5,912.0,968.5,911.0,774.0,916.0,992.0,795.0,611.5,529.0,521.5,484.0,419.5,49.0
싸이 흠뻑쇼,2022-07-17,18:42,22:40,종합운동장역,2호선,영등포구청,하차,52.5,173.5,156.5,310.5,341.0,427.5,474.5,568.0,561.5,491.0,506.0,503.5,592.5,532.0,440.0,395.0,445.5,339.0,257.5,5.5
워터밤 2022,2022-06-24,12:00,22:00,종합운동장역,2호선,영등포구청,하차,105.5,603.0,1647.0,5686.0,2314.5,1006.5,891.5,830.0,921.5,854.0,912.0,1065.0,1382.0,2344.0,1540.5,726.5,719.0,650.0,516.0,291.5
워터밤 2022,2022-06-25,12:00,22:00,종합운동장역,2호선,영등포구청,하차,127.5,410.0,343.0,611.5,764.5,945.0,949.5,1145.0,1097.5,1057.0,1016.5,1282.0,1125.5,902.0,613.5,495.5,571.5,544.5,552.0,62.5
워터밤 2022,2022-06-26,12:00,22:00,종합운동장역,2호선,영등포구청,하차,72.0,212.0,155.0,358.0,401.5,572.5,677.0,733.0,742.0,597.0,601.5,593.5,675.0,549.5,473.0,432.5,473.0,414.0,235.5,36.5
bts 콘서트 2019,2019-10-26,18:30,,종합운동장역,2호선,영등포구청,하차,186.5,640.5,408.5,754.0,828.5,972.0,1104.5,1186.5,1234.5,1345.5,1210.5,1291.0,1325.5,1226.0,901.0,732.0,700.0,661.5,554.0,53.5
bts 콘서트 2019,2019-10-27,18:30,,종합운동장역,2호선,영등포구청,하차,103.0,358.5,210.0,407.0,467.0,783.0,828.0,779.5,814.0,734.0,786.0,764.0,816.0,754.0,667.0,564.5,563.5,503.0,337.0,10.5
bts 콘서트 2019,2019-10-29,18:30,,종합운동장역,2호선,영등포구청,하차,133.5,617.5,1542.5,6153.5,2467.0,1080.0,886.0,1039.0,1029.5,999.0,1036.0,1123.5,1451.5,2468.0,1877.0,1056.0,960.5,905.0,539.5,246.5
bts 콘서트 2018,2018-08-25,18:30,,종합운동장역,2호선,영등포구청,하차,87.5,330.5,358.5,757.0,770.5,771.0,806.5,902.5,859.5,868.0,806.5,964.5,1200.5,1153.5,765.5,684.0,562.0,550.5,640.5,82.0
bts 콘서트 2018,2018-08-26,18:30,,종합운동장역,2호선,영등포구청,하차,65.5,229.5,191.0,318.5,448.5,583.5,511.0,544.5,589.5,631.0,654.5,687.0,775.0,684.5,604.5,566.0,539.5,477.0,381.0,20.0
조용필 콘서트 2018,2018-05-12,19:30,,종합운동장역,2호선,영등포구청,하차,158.0,477.5,370.5,641.5,765.0,652.5,792.5,801.5,862.5,923.5,819.0,940.5,1081.5,1079.0,842.0,753.0,690.5,723.5,584.5,92.0
월드 디제이 페스티벌,2018-05-26,14:00,22:00,종합운동장역,2호선,영등포구청,하차,143.0,489.0,437.0,827.5,929.5,790.0,944.0,926.5,1012.5,1028.0,906.5,1052.0,1152.0,1116.5,840.5,757.0,725.0,764.5,629.0,123.0
월드 디제이 페스티벌,2018-05-27,14:00,22:00,종합운동장역,2호선,영등포구청,하차,77.5,294.0,149.5,329.0,468.0,544.0,625.0,551.5,590.0,587.0,642.0,698.0,758.0,768.0,624.0,576.0,596.5,539.5,433.5,35.5
아이유 콘서트,2022-09-17,19:00,21:30,종합운동장역,2호선,당산,하차,67.0,267.5,258.5,479.5,505.5,566.0,539.5,665.5,698.0,695.0,804.5,925.0,930.5,892.5,754.5,664.5,679.5,679.5,499.5,48.5
아이유 콘서트,2022-09-18,19:00,21:30,종합운동장역,2호선,당산,하차,49.5,174.5,170.5,268.0,375.5,448.5,433.5,536.5,661.0,627.5,698.0,711.0,751.5,736.5,686.5,635.5,592.0,548.0,438.5,35.0
싸이 흠뻑쇼,2022-07-15,18:42,22:40,종합운동장역,2호선,당산,하차,112.0,510.0,1276.0,3245.5,1425.5,618.5,583.5,671.0,667.0,736.5,831.0,1130.5,1772.5,3087.5,2001.0,1033.5,1109.0,1118.0,834.0,336.0
싸이 흠뻑쇼,2022-07-16,18:42,22:40,종합운동장역,2호선,당산,하차,94.0,314.0,291.0,558.0,657.0,603.5,690.0,749.5,797.5,711.5,789.5,1025.0,1099.0,1004.0,764.5,769.0,853.0,796.0,672.5,39.0
싸이 흠뻑쇼,2022-07-17,18:42,22:40,종합운동장역,2호선,당산,하차,53.0,234.5,211.0,314.5,425.5,399.0,417.0,462.5,552.5,542.0,577.5,686.0,720.5,770.0,643.5,620.0,618.5,523.0,399.5,8.0
워터밤 2022,2022-06-24,12:00,22:00,종합운동장역,2호선,당산,하차,108.0,488.5,1346.5,3278.0,1478.0,674.0,641.5,661.5,762.0,779.5,977.5,1166.0,1857.0,3196.5,2082.5,1123.5,1134.5,1221.5,847.0,387.0
워터밤 2022,2022-06-25,12:00,22:00,종합운동장역,2호선,당산,하차,97.5,358.0,318.5,551.0,714.5,697.5,742.0,832.0,882.0,812.5,891.5,1138.5,1245.5,1088.5,952.5,803.5,861.5,871.5,779.0,86.0
워터밤 2022,2022-06-26,12:00,22:00,종합운동장역,2호선,당산,하차,65.5,243.0,209.5,331.5,431.5,437.0,495.5,545.0,610.0,562.5,624.0,767.0,764.5,772.5,663.5,661.5,653.0,602.0,411.5,26.0
bts 콘서트 2019,2019-10-26,18:30,,종합운동장역,2호선,당산,하차,149.0,481.0,418.5,804.0,1060.5,1000.5,1155.0,1197.0,1316.0,1390.0,1477.0,1705.0,1872.0,1646.0,1322.0,1170.0,1134.0,1126.0,939.0,69.0
bts 콘서트 2019,2019-10-27,18:30,,종합운동장역,2호선,당산,하차,80.0,302.0,237.5,461.0,599.0,755.5,854.0,914.5,901.0,910.0,1069.5,1097.0,1144.0,1165.5,923.0,849.5,829.5,694.0,543.5,12.0
bts 콘서트 2019,2019-10-29,18:30,,종합운동장역,2호선,당산,하차,174.0,638.5,1455.5,4521.5,2009.5,878.0,809.5,820.5,1021.5,973.0,1092.5,1319.0,1855.5,3329.0,2525.0,1573.0,1537.0,1456.5,861.0,249.0
bts 콘서트 2018,2018-08-25,18:30,,종합운동장역,2호선,당산,하차,168.5,423.0,398.5,753.5,885.0,761.5,890.0,1132.5,1048.5,1064.5,1142.0,1314.0,1501.5,1493.0,1230.5,1028.5,944.0,935.5,995.5,140.5
bts 콘서트 2018,2018-08-26,18:30,,종합운동장역,2호선,당산,하차,84.0,304.5,287.5,370.5,538.5,512.5,734.0,824.0,750.0,765.0,876.5,940.0,1042.0,1016.0,866.0,843.5,878.0,725.5,499.5,27.5
조용필 콘서트 2018,2018-05-12,19:30,,종합운동장역,2호선,당산,하차,166.5,468.5,378.5,709.5,935.5,786.0,948.0,1065.0,1147.0,1129.0,1222.0,1296.0,1507.0,1471.0,1155.5,1126.0,1119.5,1173.5,907.5,129.5
월드 디제이 페스티벌,2018-05-26,14:00,22:00,종합운동장역,2호선,당산,하차,171.0,495.0,436.0,940.5,1042.0,894.5,1063.5,1311.5,1345.0,1213.0,1316.0,1511.5,1647.5,1539.5,1226.0,1145.5,1249.0,1253.5,991.0,187.5
월드 디제이 페스티벌,2018-05-27,14:00,22:00,종합운동장역,2호선,당산,하차,99.5,346.0,284.0,454.5,623.0,662.5,821.0,909.5,894.5,893.5,919.0,1051.0,1046.0,1101.5,883.0,884.0,928.0,813.5,550.5,49.0
아이유 콘서트,2022-09-17,19:00,21:30,종합운동장역,2호선,합정,하차,66.0,263.0,346.5,558.0,925.5,1180.5,1496.0,2004.5,2107.5,2063.0,2078.0,2224.0,2614.0,2161.5,1558.5,1171.0,1012.0,868.0,663.0,124.5
아이유 콘서트,2022-09-18,19:00,21:30,종합운동장역,2호선,합정,하차,52.5,193.5,276.5,518.0,914.0,1282.5,1575.5,1914.5,2092.5,1890.5,1958.5,2106.5,2075.0,1847.0,1257.5,957.0,830.5,638.5,514.0,92.0
싸이 흠뻑쇼,2022-07-15,18:42,22:40,종합운동장역,2호선,합정,하차,99.0,536.5,1369.0,4082.5,3441.5,1687.5,1514.5,1574.5,1776.0,1661.5,1638.5,2056.5,3236.0,5334.0,3757.0,1573.5,1310.0,1159.0,929.0,450.0
싸이 흠뻑쇼,2022-07-16,18:42,22:40,종합운동장역,2호선,합정,하차,98.0,455.5,541.5,1029.5,1680.0,1897.5,2388.0,2700.5,3032.0,2602.5,2733.5,3096.5,3457.5,2821.5,1712.0,1207.0,1073.5,943.0,725.5,112.5
싸이 흠뻑쇼,2022-07-17,18:42,22:40,종합운동장역,2호선,합정,하차,58.0,254.0,363.5,706.0,1142.0,1504.5,1757.0,2002.0,2225.5,2031.0,1959.0,2040.0,2058.5,1768.5,1166.0,866.0,826.5,587.0,483.5,52.5
워터밤 2022,2022-06-24,12:00,22:00,종합운동장역,2호선,합정,하차,113.0,529.5,1431.5,4117.0,3414.0,1675.5,1480.0,1622.5,1687.5,1665.0,1570.5,2183.0,3167.0,5492.5,3963.0,1670.5,1327.5,1187.5,909.0,513.0
워터밤 2022,2022-06-25,12:00,22:00,종합운동장역,2호선,합정,하차,97.0,398.0,422.0,800.5,1286.0,1734.5,2513.0,2639.5,3151.5,2744.0,2961.5,3304.5,3444.5,2863.5,1932.5,1292.0,1180.5,1043.5,932.0,129.0
워터밤 2022,2022-06-26,12:00,22:00,종합운동장역,2호선,합정,하차,65.0,243.5,301.5,527.0,899.5,1330.5,1629.5,1927.0,2113.0,1815.5,1820.5,1961.5,2022.0,1574.5,1103.5,914.0,822.0,652.0,482.0,70.0
bts 콘서트 2019,2019-10-26,18:30,,종합운동장역,2호선,합정,하차,148.5,718.5,687.0,1107.5,1721.5,1857.0,2480.0,3050.5,3464.0,3309.5,3220.5,3387.5,3955.5,3410.0,2633.5,1764.0,1561.0,1298.0,971.5,126.0
bts 콘서트 2019,2019-10-27,18:30,,종합운동장역,2호선,합정,하차,70.0,357.0,438.0,757.0,1178.5,1774.0,1846.0,2280.0,2654.5,2384.5,2188.0,2275.0,2404.5,2013.0,1498.0,1057.5,967.0,799.0,569.0,89.5
bts 콘서트 2019,2019-10-29,18:30,,종합운동장역,2호선,합정,하차,161.0,860.5,1652.5,4925.5,3593.5,1815.0,1480.0,1486.0,1587.0,1609.0,1646.0,1848.0,2565.0,4280.5,3481.5,1646.5,1342.5,1161.0,798.0,309.5
bts 콘서트 2018,2018-08-25,18:30,,종합운동장역,2호선,합정,하차,153.0,655.0,609.5,849.0,1519.0,1540.0,1941.0,2579.5,2788.0,2966.0,2771.5,2819.5,3626.0,3151.5,2279.5,1679.5,1281.5,950.0,1100.5,190.5
bts 콘서트 2018,2018-08-26,18:30,,종합운동장역,2호선,합정,하차,70.0,373.0,436.0,635.0,988.0,1505.5,1479.5,1853.5,2329.5,1991.5,2104.0,2161.5,2201.5,1795.5,1319.0,1149.5,941.0,788.0,604.5,78.5
조용필 콘서트 2018,2018-05-12,19:30,,종합운동장역,2호선,합정,하차,145.5,562.5,645.5,852.0,1515.5,1679.0,2110.5,2654.5,3019.5,3009.0,2910.5,3049.5,3201.5,3295.0,2435.5,1801.0,1464.0,1309.0,1171.0,140.0
월드 디제이 페스티벌,2018-05-26,14:00,22:00,종합운동장역,2호선,합정,하차,169.5,618.5,659.5,927.5,1653.5,1688.5,2079.5,2684.5,3127.0,3128.0,3077.5,3322.0,3538.0,3438.0,2518.5,1905.0,1600.0,1365.5,1205.5,164.5
월드 디제이 페스티벌,2018-05-27,14:00,22:00,종합운동장역,2호선,합정,하차,93.0,344.0,449.5,627.5,1059.5,1485.5,1687.0,2077.5,2418.0,2225.0,2276.5,2278.0,2184.0,1956.5,1462.0,1207.5,1055.0,915.0,617.5,85.0
아이유 콘서트,2022-09-17,19:00,21:30,종합운동장역,2호선,홍대입구,하차,95.0,396.5,399.0,832.5,1677.5,2372.5,3517.5,5029.5,5458.5,5334.5,5558.0,5601.5,6213.5,5320.5,4238.5,3272.5,2743.0,2155.5,2009.5,424.5
아이유 콘서트,2022-09-18,19:00,21:30,종합운동장역,2호선,홍대입구,하차,78.5,267.0,293.0,599.5,1387.0,2167.0,3745.5,5000.0,5564.0,5337.5,5385.5,5485.5,5196.5,4606.5,3222.0,2400.5,2035.0,1675.0,1260.5,340.0
싸이 흠뻑쇼,2022-07-15,18:42,22:40,종합운동장역,2호선,홍대입구,하차,128.0,664.5,1568.5,4389.5,4560.5,2943.0,3274.5,3968.0,4220.5,3969.5,4265.0,4849.5,6607.5,9216.5,7200.0,3452.0,2848.0,2306.5,1910.5,914.5
싸이 흠뻑쇼,2022-07-16,18:42,22:40,종합운동장역,2호선,홍대입구,하차,127.5,534.0,593.5,1138.5,2648.0,3695.0,5949.0,7315.5,7675.0,7526.0,7386.5,7227.0,7378.5,6291.0,4222.5,3065.5,2501.0,2042.5,1724.0,414.0
싸이 흠뻑쇼,2022-07-17,18:42,22:40,종합운동장역,2호선,홍대입구,하차,84.5,293.5,379.0,727.5,1642.0,2722.5,4459.5,5403.5,5938.0,5672.5,5475.5,5027.5,4756.5,4169.5,2607.5,2046.0,1815.5,1364.0,960.5,231.0
워터밤 2022,2022-06-24,12:00,22:00,종합운동장역,2호선,홍대입구,하차,151.0,627.5,1579.0,4403.5,4488.0,3014.5,3003.5,3691.5,4159.0,4061.5,4346.5,5096.0,6575.5,10015.0,7247.0,3750.0,2893.0,2468.0,1993.5,995.0
워터밤 2022,2022-06-25,12:00,22:00,종합운동장역,2호선,홍대입구,하차,184.0,561.0,594.5,1211.0,2455.5,3376.5,5560.5,7064.5,7413.0,7574.0,7308.0,7544.5,7730.5,6420.5,4586.5,3360.0,2781.0,2438.0,2158.5,457.0
워터밤 2022,2022-06-26,12:00,22:00,종합운동장역,2호선,홍대입구,하차,105.5,354.5,354.0,654.5,1493.5,2292.0,3876.5,5115.5,5517.5,5231.5,5134.5,4998.0,4545.5,3910.0,2754.5,2047.5,1833.0,1385.0,1042.0,220.5
bts 콘서트 2019,2019-10-26,18:30,,종합운동장역,2호선,홍대입구,하차,173.5,723.5,786.0,1678.0,3396.0,4382.0,6100.0,8288.0,9511.0,9588.5,9571.5,10138.0,11028.0,10082.5,8254.0,6124.0,4926.0,3866.5,3086.0,748.5
bts 콘서트 2019,2019-10-27,18:30,,종합운동장역,2호선,홍대입구,하차,96.5,492.0,681.0,1087.5,2112.0,3307.0,4765.5,6370.0,7293.5,6932.5,6905.5,6775.0,7034.0,6230.0,4832.5,3441.0,3076.5,2256.5,1647.5,444.0
bts 콘서트 2019,2019-10-29,18:30,,종합운동장역,2호선,홍대입구,하차,169.0,819.0,1802.0,5344.5,6028.0,3607.0,3434.0,3751.5,4236.5,4127.5,3934.5,4811.5,6112.5,8980.5,7605.5,4050.0,3023.0,2559.5,1673.0,663.0
bts 콘서트 2018,2018-08-25,18:30,,종합운동장역,2호선,홍대입구,하차,197.0,681.0,801.0,1625.0,3296.0,4171.0,5820.5,7920.5,9597.5,9035.0,9489.5,9205.5,10121.5,9388.0,7445.5,5677.0,4649.5,3407.5,3272.0,1155.5
bts 콘서트 2018,2018-08-26,18:30,,종합운동장역,2호선,홍대입구,하차,104.5,407.0,488.0,971.5,2069.5,3124.0,4188.0,5775.5,6963.5,6713.0,7004.5,6935.0,6825.5,5942.0,4373.0,3307.0,2835.5,2325.5,1862.0,482.0
조용필 콘서트 2018,2018-05-12,19:30,,종합운동장역,2호선,홍대입구,하차,211.5,742.0,806.0,1404.5,2885.0,4181.0,6202.0,9148.5,10822.0,10596.5,10311.0,10783.5,10671.5,10606.5,8722.5,6615.5,5421.0,4543.0,3849.0,1069.5
월드 디제이 페스티벌,2018-05-26,14:00,22:00,종합운동장역,2호선,홍대입구,하차,206.5,810.0,831.5,1500.5,3181.5,4084.5,5819.5,8506.5,9996.0,10031.0,9915.0,10396.0,10842.0,10389.5,8395.0,6393.0,5501.5,4790.0,3509.5,1123.5
월드 디제이 페스티벌,2018-05-27,14:00,22:00,종합운동장역,2호선,홍대입구,하차,126.5,517.5,622.0,1669.0,2414.0,3035.5,4672.5,6648.5,7749.5,7630.5,7336.5,6809.0,6841.5,6164.0,4640.5,3512.5,3012.0,2598.0,1933.5,514.5
아이유 콘서트,2022-09-17,19:00,21:30,종합운동장역,2호선,충정로(경기대입구),하차,35.0,117.5,98.0,192.0,234.5,317.0,310.5,340.0,356.5,326.5,374.0,383.0,385.5,303.5,258.0,223.0,242.0,186.5,163.0,23.0
아이유 콘서트,2022-09-18,19:00,21:30,종합운동장역,2호선,충정로(경기대입구),하차,19.0,79.0,63.5,147.5,197.0,285.5,241.5,309.0,339.0,305.0,266.5,318.5,283.0,264.0,232.5,213.5,216.0,193.0,169.5,19.5
