행사명,날짜,시작 시간,끝나는 시간,가까운 지하철역,호선,환승역,승하차구분,05 ~ 06,06 ~ 07,07 ~ 08,08 ~ 09,09 ~ 10,10 ~ 11,11 ~ 12,12 ~ 13,13 ~ 14,14 ~ 15,15 ~ 16,16 ~ 17,17 ~ 18,18 ~ 19,19 ~ 20,20 ~ 21,21 ~ 22,22 ~ 23,23 ~ 24,00 ~ 01
싸이 흠뻑쇼,2022-07-15,18:42,22:40,종합운동장역,2호선,충정로(경기대입구),하차,46.5,267.5,875.5,2615.5,1126.0,472.0,370.0,321.5,432.0,368.5,381.0,443.5,583.0,870.0,605.5,335.0,334.5,338.5,252.0,111.0
싸이 흠뻑쇼,2022-07-16,18:42,22:40,종합운동장역,2호선,충정로(경기대입구),하차,39.5,163.5,115.5,253.5,322.0,441.5,421.5,442.0,510.0,375.0,414.0,423.5,435.5,347.5,273.0,261.0,300.5,239.0,231.0,17.0
싸이 흠뻑쇼,2022-07-17,18:42,22:40,종합운동장역,2호선,충정로(경기대입구),하차,25.5,83.5,84.5,191.0,222.0,282.0,210.0,231.5,253.0,265.0,253.0,264.5,303.0,256.0,255.5,221.5,199.5,176.5,122.5,4.5
워터밤 2022,2022-06-24,12:00,22:00,종합운동장역,2호선,충정로(경기대입구),하차,44.0,271.0,1045.0,2655.5,1088.5,475.5,360.5,399.0,406.5,399.0,428.0,446.5,607.5,898.5,577.0,324.0,352.0,369.0,263.5,111.5
워터밤 2022,2022-06-25,12:00,22:00,종합운동장역,2호선,충정로(경기대입구),하차,41.5,190.5,129.0,278.5,301.0,474.0,482.0,516.0,534.0,459.5,596.0,582.0,455.5,358.5,321.0,259.0,300.0,289.0,244.0,10.5
워터밤 2022,2022-06-26,12:00,22:00,종합운동장역,2호선,충정로(경기대입구),하차,22.0,85.0,77.5,158.5,182.0,260.0,214.0,244.5,258.0,246.5,243.5,280.0,290.0,278.0,263.0,221.0,249.5,207.5,159.0,10.0
bts 콘서트 2019,2019-10-26,18:30,,종합운동장역,2호선,충정로(경기대입구),하차,31.0,183.0,162.5,457.5,471.0,610.0,521.0,668.5,689.5,704.5,747.0,817.5,699.0,604.5,428.5,393.5,412.0,380.0,339.5,26.0
bts 콘서트 2019,2019-10-27,18:30,,종합운동장역,2호선,충정로(경기대입구),하차,18.0,86.0,114.0,308.0,340.0,429.5,368.5,404.5,493.0,478.5,426.0,364.5,394.5,399.0,348.5,321.0,324.0,282.5,207.5,13.5
bts 콘서트 2019,2019-10-29,18:30,,종합운동장역,2호선,충정로(경기대입구),하차,38.0,255.5,853.5,3441.5,1675.5,640.0,500.0,424.0,572.0,489.5,498.0,556.5,664.0,1020.0,778.0,484.5,509.0,430.5,294.5,112.5
bts 콘서트 2018,2018-08-25,18:30,,종합운동장역,2호선,충정로(경기대입구),하차,39.0,222.0,190.0,437.5,445.5,531.5,562.0,604.5,550.0,498.0,525.5,566.0,580.0,498.5,426.5,393.5,347.5,322.0,364.0,35.5
bts 콘서트 2018,2018-08-26,18:30,,종합운동장역,2호선,충정로(경기대입구),하차,18.5,91.5,101.0,248.5,250.5,286.0,218.5,271.5,311.0,283.0,380.5,326.0,371.0,336.5,315.0,346.5,299.5,300.5,205.5,20.5
조용필 콘서트 2018,2018-05-12,19:30,,종합운동장역,2호선,충정로(경기대입구),하차,44.5,193.5,170.5,362.5,341.5,388.0,528.5,615.0,606.5,434.5,494.0,584.5,648.0,524.0,431.0,413.0,400.5,417.5,338.0,62.0
월드 디제이 페스티벌,2018-05-26,14:00,22:00,종합운동장역,2호선,충정로(경기대입구),하차,42.5,202.0,185.0,384.0,434.5,600.0,585.5,713.5,695.0,542.5,656.5,599.5,749.0,577.5,449.5,414.0,437.0,421.0,347.5,64.0
월드 디제이 페스티벌,2018-05-27,14:00,22:00,종합운동장역,2호선,충정로(경기대입구),하차,23.5,114.5,107.5,276.5,256.5,322.0,364.0,364.0,464.5,377.0,385.0,319.0,380.5,373.0,317.0,351.0,384.0,323.0,244.5,14.5
아이유 콘서트,2022-09-17,19:00,21:30,종합운동장역,2호선,시청,하차,24.5,251.0,226.0,315.5,486.5,576.5,646.0,754.0,935.0,1282.0,969.5,718.0,823.5,549.5,333.5,218.5,215.5,168.5,121.5,34.5
아이유 콘서트,2022-09-18,19:00,21:30,종합운동장역,2호선,시청,하차,21.5,139.5,193.0,266.5,376.0,470.5,521.0,547.5,681.0,574.5,514.0,404.0,385.0,291.0,161.5,151.0,174.5,137.0,115.5,25.0
싸이 흠뻑쇼,2022-07-15,18:42,22:40,종합운동장역,2호선,시청,하차,67.5,722.0,2720.5,9078.0,3595.5,1028.5,852.0,860.0,950.0,787.5,693.5,610.5,846.5,1057.5,479.0,223.5,222.5,171.5,143.5,97.5
싸이 흠뻑쇼,2022-07-16,18:42,22:40,종합운동장역,2호선,시청,하차,29.5,310.5,255.0,479.0,616.5,683.5,809.0,795.5,883.0,762.5,735.0,587.0,579.5,413.5,267.5,178.0,208.0,175.5,128.0,24.5
싸이 흠뻑쇼,2022-07-17,18:42,22:40,종합운동장역,2호선,시청,하차,20.0,129.5,190.5,318.0,347.5,423.0,522.5,574.0,568.0,513.5,462.0,352.0,365.0,260.5,155.5,148.0,152.5,106.0,86.5,16.5
워터밤 2022,2022-06-24,12:00,22:00,종합운동장역,2호선,시청,하차,69.0,750.5,2804.5,9349.0,3492.0,1063.5,948.5,848.5,872.5,803.5,693.5,678.0,861.0,936.5,485.0,187.5,219.5,182.5,165.0,99.0
워터밤 2022,2022-06-25,12:00,22:00,종합운동장역,2호선,시청,하차,37.0,351.0,313.0,548.0,630.0,752.5,995.0,1435.5,1456.5,1154.0,851.5,669.0,725.5,460.5,238.0,206.0,197.0,187.0,190.5,29.0
워터밤 2022,2022-06-26,12:00,22:00,종합운동장역,2호선,시청,하차,23.0,126.5,189.0,324.0,365.0,445.5,475.0,556.5,545.5,499.5,426.0,323.0,332.0,219.0,139.5,148.5,128.0,116.0,79.5,11.0
bts 콘서트 2019,2019-10-26,18:30,,종합운동장역,2호선,시청,하차,55.5,583.5,630.5,854.0,1068.5,1013.0,1556.0,1988.5,2188.0,2009.5,1492.5,1255.5,1079.0,736.5,443.5,288.0,336.5,279.0,219.0,35.5
bts 콘서트 2019,2019-10-27,18:30,,종합운동장역,2호선,시청,하차,21.5,196.0,273.5,579.5,602.0,777.0,744.5,858.5,916.0,916.0,743.0,643.5,533.0,392.0,304.5,250.0,236.0,215.5,144.0,21.0
bts 콘서트 2019,2019-10-29,18:30,,종합운동장역,2호선,시청,하차,77.5,676.0,3029.0,11262.5,4282.0,1460.0,1214.0,1078.5,1249.0,1047.0,970.0,834.5,922.0,1053.5,572.5,302.5,271.5,269.0,200.5,51.5
bts 콘서트 2018,2018-08-25,18:30,,종합운동장역,2호선,시청,하차,55.0,421.0,415.0,756.5,1021.5,815.5,871.5,1050.5,1087.5,1104.0,1000.5,841.0,785.0,639.5,386.0,333.0,295.5,269.0,248.0,53.5
bts 콘서트 2018,2018-08-26,18:30,,종합운동장역,2호선,시청,하차,26.0,174.0,242.5,403.5,552.0,628.5,542.0,669.5,776.5,668.0,579.5,475.0,455.5,330.5,247.5,202.5,224.5,207.5,139.5,28.0
조용필 콘서트 2018,2018-05-12,19:30,,종합운동장역,2호선,시청,하차,82.5,546.0,383.5,626.0,926.5,848.5,988.5,1046.0,1170.5,1161.5,981.5,847.5,867.5,644.5,412.5,312.0,327.0,344.5,224.5,56.0
월드 디제이 페스티벌,2018-05-26,14:00,22:00,종합운동장역,2호선,시청,하차,63.5,470.5,476.5,691.0,1061.0,838.0,982.5,1069.0,1191.0,1133.5,1076.5,848.5,928.5,632.0,397.5,301.0,341.0,323.0,222.5,71.5
월드 디제이 페스티벌,2018-05-27,14:00,22:00,종합운동장역,2호선,시청,하차,24.0,204.5,246.0,429.5,549.5,597.5,700.0,906.0,1019.0,778.5,588.5,454.5,411.5,339.0,242.0,246.5,209.0,198.5,134.0,17.0
아이유 콘서트,2022-09-17,19:00,21:30,종합운동장역,2호선,을지로3가,하차,34.5,207.0,281.5,352.0,368.5,400.0,485.5,634.0,649.5,728.0,755.5,851.0,1061.5,879.5,663.5,469.5,439.0,332.5,203.0,24.5
아이유 콘서트,2022-09-18,19:00,21:30,종합운동장역,2호선,을지로3가,하차,35.0,304.0,210.5,554.5,612.0,672.5,779.0,661.5,855.5,744.0,628.0,696.0,798.5,670.5,474.5,366.5,281.0,245.0,145.0,18.5
싸이 흠뻑쇼,2022-07-15,18:42,22:40,종합운동장역,2호선,을지로3가,하차,60.0,811.5,3011.5,7516.0,2857.0,1179.5,931.0,828.5,845.0,780.5,706.5,870.0,1230.0,1950.0,1083.5,494.0,389.5,318.0,227.5,120.5
싸이 흠뻑쇼,2022-07-16,18:42,22:40,종합운동장역,2호선,을지로3가,하차,35.0,320.0,393.5,516.5,535.5,547.0,690.0,802.0,876.5,909.5,945.5,1109.0,1224.5,1035.0,609.0,469.0,426.0,300.0,213.5,9.0
싸이 흠뻑쇼,2022-07-17,18:42,22:40,종합운동장역,2호선,을지로3가,하차,39.0,306.5,223.5,555.5,603.0,645.0,736.0,702.5,743.0,709.5,598.0,704.5,591.5,496.5,388.5,296.5,250.0,157.5,108.5,7.5
워터밤 2022,2022-06-24,12:00,22:00,종합운동장역,2호선,을지로3가,하차,80.0,839.5,3013.5,7536.0,2780.5,1223.0,1010.5,811.5,893.0,824.0,802.5,951.5,1304.0,1913.0,1192.0,533.0,405.5,344.5,234.5,119.0
워터밤 2022,2022-06-25,12:00,22:00,종합운동장역,2호선,을지로3가,하차,64.0,359.5,355.5,531.0,586.0,579.0,717.0,897.0,1025.0,984.5,1088.0,1263.5,1497.0,1191.0,774.5,514.5,490.0,361.0,307.0,2.5
워터밤 2022,2022-06-26,12:00,22:00,종합운동장역,2호선,을지로3가,하차,40.0,316.0,245.5,534.0,591.5,706.0,781.5,736.0,761.0,730.0,642.0,670.0,679.5,552.5,350.5,315.0,258.5,192.0,133.0,1.0
bts 콘서트 2019,2019-10-26,18:30,,종합운동장역,2호선,을지로3가,하차,52.0,438.0,505.0,828.5,865.5,849.5,1042.5,1178.5,1281.0,1303.5,1207.5,1287.0,1645.0,1434.0,1044.0,663.5,569.5,466.0,317.0,20.5
bts 콘서트 2019,2019-10-27,18:30,,종합운동장역,2호선,을지로3가,하차,36.0,396.0,320.5,747.0,916.0,1112.5,1205.5,947.0,1108.0,926.5,737.0,844.0,829.0,749.0,472.0,452.5,345.5,267.0,222.0,5.5
bts 콘서트 2019,2019-10-29,18:30,,종합운동장역,2호선,을지로3가,하차,86.0,717.5,2953.5,7717.0,3706.5,1598.5,1135.0,919.0,1142.0,962.0,882.0,916.0,1100.0,1446.5,831.0,393.0,368.0,296.5,172.5,85.0
bts 콘서트 2018,2018-08-25,18:30,,종합운동장역,2호선,을지로3가,하차,84.5,308.5,510.5,835.0,821.0,743.5,846.5,858.0,959.0,915.0,796.0,874.5,925.5,746.0,597.5,413.5,336.0,322.0,298.5,46.5
bts 콘서트 2018,2018-08-26,18:30,,종합운동장역,2호선,을지로3가,하차,40.5,367.5,341.0,623.0,844.5,885.0,946.0,746.0,843.5,788.5,597.5,523.5,507.5,425.5,330.5,305.5,297.5,277.0,202.5,7.5
조용필 콘서트 2018,2018-05-12,19:30,,종합운동장역,2호선,을지로3가,하차,59.5,307.0,423.0,693.0,720.0,675.0,788.0,840.5,905.0,907.0,837.5,848.0,842.5,732.0,572.0,413.5,414.5,400.0,297.5,73.5
월드 디제이 페스티벌,2018-05-26,14:00,22:00,종합운동장역,2호선,을지로3가,하차,54.0,327.0,540.5,838.5,920.5,814.0,850.5,971.5,983.5,1024.5,903.0,933.0,878.5,775.0,556.5,419.0,415.0,393.5,299.0,82.5
월드 디제이 페스티벌,2018-05-27,14:00,22:00,종합운동장역,2호선,을지로3가,하차,49.0,352.5,378.5,638.5,869.0,887.5,1050.5,765.0,889.0,769.0,590.0,514.5,484.0,378.5,335.0,307.5,301.5,288.0,212.0,4.0
아이유 콘서트,2022-09-17,19:00,21:30,종합운동장역,2호선,을지로4가,하차,24.0,212.5,213.5,333.5,294.5,415.0,488.0,513.5,476.5,539.0,468.5,429.0,428.5,397.0,251.0,204.0,207.0,180.5,152.5,18.5
아이유 콘서트,2022-09-18,19:00,21:30,종합운동장역,2호선,을지로4가,하차,17.0,78.5,78.5,129.5,173.0,241.5,304.5,372.5,437.5,345.5,336.0,342.0,311.0,227.5,179.5,146.5,161.5,122.5,109.0,19.5
싸이 흠뻑쇼,2022-07-15,18:42,22:40,종합운동장역,2호선,을지로4가,하차,66.5,598.5,1495.5,3285.5,1618.0,802.0,827.5,675.5,699.0,566.5,571.0,499.5,566.0,682.0,419.5,180.0,184.0,172.0,151.0,83.0
싸이 흠뻑쇼,2022-07-16,18:42,22:40,종합운동장역,2호선,을지로4가,하차,48.5,341.0,385.5,587.5,544.0,560.5,694.5,656.0,645.5,616.0,546.0,522.0,519.5,401.5,250.0,179.5,189.5,147.5,123.0,7.0
싸이 흠뻑쇼,2022-07-17,18:42,22:40,종합운동장역,2호선,을지로4가,하차,19.5,91.0,96.5,139.5,182.5,273.0,281.5,358.0,378.0,346.0,292.0,269.5,275.0,194.0,154.5,169.5,177.5,127.0,91.5,0.5
워터밤 2022,2022-06-24,12:00,22:00,종합운동장역,2호선,을지로4가,하차,55.5,599.0,1557.0,3264.5,1538.0,842.0,861.0,688.5,692.5,678.5,623.0,650.5,658.5,757.5,449.5,204.0,171.0,202.5,124.5,79.5
워터밤 2022,2022-06-25,12:00,22:00,종합운동장역,2호선,을지로4가,하차,39.5,349.5,367.0,605.0,556.0,595.5,752.5,778.0,779.0,718.5,674.5,626.5,683.0,466.0,258.5,202.5,204.5,176.5,132.5,4.0
워터밤 2022,2022-06-26,12:00,22:00,종합운동장역,2호선,을지로4가,하차,17.0,82.0,94.5,158.5,173.5,264.0,354.5,384.5,367.0,339.0,313.0,280.5,270.5,208.5,140.0,124.0,129.5,114.5,84.5,1.5
bts 콘서트 2019,2019-10-26,18:30,,종합운동장역,2호선,을지로4가,하차,37.0,277.0,462.5,870.0,833.5,873.0,1001.0,1135.5,1036.5,1040.0,954.0,826.0,729.5,570.0,401.5,266.5,231.5,252.5,205.0,9.5
bts 콘서트 2019,2019-10-27,18:30,,종합운동장역,2호선,을지로4가,하차,20.0,114.0,123.5,206.0,262.0,374.0,419.0,566.5,539.5,540.0,455.5,434.0,408.0,281.5,219.5,202.0,211.0,189.0,144.5,4.0
bts 콘서트 2019,2019-10-29,18:30,,종합운동장역,2호선,을지로4가,하차,57.0,443.0,1349.5,3727.5,1884.5,1144.5,1031.0,954.5,840.5,892.5,805.0,685.0,633.0,551.5,334.5,223.5,177.0,197.5,110.5,62.5
bts 콘서트 2018,2018-08-25,18:30,,종합운동장역,2호선,을지로4가,하차,48.0,477.5,499.0,957.5,853.0,781.0,840.0,941.5,859.5,764.5,728.0,642.5,578.5,382.0,306.0,196.0,204.0,198.5,191.5,24.5
bts 콘서트 2018,2018-08-26,18:30,,종합운동장역,2호선,을지로4가,하차,14.0,106.5,118.5,177.0,229.0,271.0,337.5,393.5,352.5,358.5,379.5,290.0,277.0,236.0,218.0,154.0,169.5,162.0,161.0,5.5
조용필 콘서트 2018,2018-05-12,19:30,,종합운동장역,2호선,을지로4가,하차,42.5,434.5,449.0,802.0,747.5,805.5,898.0,1037.5,969.5,804.0,806.0,714.5,616.0,460.5,294.0,254.5,235.0,218.0,180.5,26.0
월드 디제이 페스티벌,2018-05-26,14:00,22:00,종합운동장역,2호선,을지로4가,하차,43.0,452.5,511.0,963.5,918.0,793.5,919.0,1047.0,1027.0,839.5,806.0,689.5,667.0,448.0,338.5,248.5,212.0,213.0,183.0,43.5
월드 디제이 페스티벌,2018-05-27,14:00,22:00,종합운동장역,2호선,을지로4가,하차,18.5,97.0,125.0,172.5,234.5,305.0,405.0,482.5,455.0,390.0,351.0,316.5,348.0,232.0,190.5,176.0,152.5,169.5,135.0,0.0
아이유 콘서트,2022-09-17,19:00,21:30,종합운동장역,2호선,동대문역사문화공원,하차,42.0,143.0,190.0,355.5,405.5,615.0,836.0,792.0,911.5,863.5,909.5,841.5,882.0,750.5,516.5,520.5,437.5,362.5,306.5,45.5
아이유 콘서트,2022-09-18,19:00,21:30,종합운동장역,2호선,동대문역사문화공원,하차,34.5,167.5,752.0,356.0,439.5,736.0,935.5,954.0,1055.5,981.5,892.5,835.0,837.0,677.0,601.0,494.0,418.0,342.5,238.0,37.5
싸이 흠뻑쇼,2022-07-15,18:42,22:40,종합운동장역,2호선,동대문역사문화공원,하차,52.5,342.5,909.0,2021.5,1340.0,998.5,917.5,914.5,992.5,930.5,899.5,815.0,922.5,1090.5,734.5,456.0,445.0,403.5,329.0,262.0
싸이 흠뻑쇼,2022-07-16,18:42,22:40,종합운동장역,2호선,동대문역사문화공원,하차,40.0,184.0,336.0,687.0,699.5,857.0,1047.0,1155.5,1196.5,1204.5,1134.5,965.5,958.5,734.0,518.0,405.0,428.5,356.5,296.0,17.5
싸이 흠뻑쇼,2022-07-17,18:42,22:40,종합운동장역,2호선,동대문역사문화공원,하차,33.5,115.5,242.0,409.5,500.5,697.5,873.5,952.5,931.0,902.5,866.5,715.0,686.5,591.0,653.5,537.0,423.5,328.0,242.0,2.0
워터밤 2022,2022-06-24,12:00,22:00,종합운동장역,2호선,동대문역사문화공원,하차,50.0,349.0,986.5,2331.0,1423.5,1014.5,977.5,927.5,904.5,1007.5,899.0,809.0,948.0,1465.5,859.0,466.5,454.5,426.5,299.0,213.0
워터밤 2022,2022-06-25,12:00,22:00,종합운동장역,2호선,동대문역사문화공원,하차,48.5,186.0,299.5,559.0,700.5,925.0,1129.0,1197.5,1359.5,1439.5,1202.5,1020.0,939.5,717.5,500.5,412.0,478.0,385.5,365.5,12.0
워터밤 2022,2022-06-26,12:00,22:00,종합운동장역,2호선,동대문역사문화공원,하차,38.0,129.0,194.5,514.5,596.0,775.0,866.5,1020.0,996.0,1010.5,853.5,735.0,614.0,573.5,649.5,523.5,408.0,344.5,241.0,6.5
bts 콘서트 2019,2019-10-26,18:30,,종합운동장역,2호선,동대문역사문화공원,하차,59.0,298.0,527.0,1192.5,1297.5,1445.0,1690.5,1963.5,2170.5,2235.5,2214.5,1982.5,1760.5,1623.5,1248.0,1087.5,959.0,721.5,587.0,19.5
bts 콘서트 2019,2019-10-27,18:30,,종합운동장역,2호선,동대문역사문화공원,하차,30.5,183.0,320.5,931.0,893.5,1172.5,1415.5,1618.0,1616.0,1544.0,1382.5,1324.5,1358.5,1309.0,1587.5,1334.0,1009.5,769.0,514.5,13.5
bts 콘서트 2019,2019-10-29,18:30,,종합운동장역,2호선,동대문역사문화공원,하차,53.5,411.0,1242.0,2960.5,1895.5,1285.0,1150.5,1114.5,1282.0,1154.5,1071.0,1120.5,1290.5,1642.0,1908.5,1230.5,850.0,742.5,447.5,198.0
bts 콘서트 2018,2018-08-25,18:30,,종합운동장역,2호선,동대문역사문화공원,하차,38.5,306.5,559.0,1386.5,1238.5,1433.5,1537.0,1678.5,1931.0,1819.5,1544.5,1510.5,1487.0,1318.0,1150.5,945.0,876.5,719.0,617.0,173.0
bts 콘서트 2018,2018-08-26,18:30,,종합운동장역,2호선,동대문역사문화공원,하차,35.0,207.0,290.5,625.5,940.5,1074.0,1203.5,1496.0,1511.0,1310.0,1223.0,1167.5,1173.5,1081.5,1419.0,1126.5,931.5,645.0,509.0,21.0
조용필 콘서트 2018,2018-05-12,19:30,,종합운동장역,2호선,동대문역사문화공원,하차,67.5,349.5,447.0,910.5,1173.5,1388.5,1549.0,1887.0,2111.5,2095.0,1905.0,1883.0,1858.5,1670.0,1415.5,1188.0,989.5,863.0,662.0,210.5
월드 디제이 페스티벌,2018-05-26,14:00,22:00,종합운동장역,2호선,동대문역사문화공원,하차,56.5,360.0,489.5,1086.5,1523.5,1590.5,1703.5,1851.5,2131.5,2239.5,1952.5,1826.5,1761.0,1527.0,1327.5,1091.0,1030.0,744.0,608.0,260.5
월드 디제이 페스티벌,2018-05-27,14:00,22:00,종합운동장역,2호선,동대문역사문화공원,하차,36.0,196.0,321.0,666.5,1125.5,1250.5,1362.0,1551.5,1746.0,1629.5,1378.5,1281.0,1305.5,1130.0,1383.0,1240.5,969.0,674.0,518.0,7.5
아이유 콘서트,2022-09-17,19:00,21:30,종합운동장역,2호선,신당,하차,32.0,180.5,247.0,370.5,389.0,418.5,540.5,617.5,604.0,687.0,711.5,780.0,926.0,731.0,517.5,504.5,468.5,435.0,322.5,34.0
아이유 콘서트,2022-09-18,19:00,21:30,종합운동장역,2호선,신당,하차,29.0,110.5,164.5,232.0,334.5,482.5,569.0,634.0,754.0,620.5,713.0,732.5,829.5,748.0,518.0,487.5,402.5,417.0,262.5,29.0
싸이 흠뻑쇼,2022-07-15,18:42,22:40,종합운동장역,2호선,신당,하차,44.5,319.0,666.5,1298.5,904.0,624.5,611.0,617.5,725.0,676.0,802.0,975.5,1287.5,2038.5,1251.0,698.0,609.5,663.0,413.0,212.0
싸이 흠뻑쇼,2022-07-16,18:42,22:40,종합운동장역,2호선,신당,하차,42.5,251.5,350.5,657.0,598.5,543.5,705.5,840.5,780.5,772.5,786.5,947.5,1005.0,844.0,592.0,543.5,530.0,531.0,412.5,10.5
싸이 흠뻑쇼,2022-07-17,18:42,22:40,종합운동장역,2호선,신당,하차,22.5,143.0,204.5,303.5,399.5,566.5,591.0,651.5,602.0,596.5,630.0,608.5,681.5,640.5,552.5,452.0,418.0,366.0,233.0,4.0
워터밤 2022,2022-06-24,12:00,22:00,종합운동장역,2호선,신당,하차,54.5,316.5,748.5,1308.0,840.5,650.0,662.0,691.0,766.0,726.5,835.0,1052.0,1407.0,2026.5,1246.0,718.5,657.5,633.5,455.5,253.5
워터밤 2022,2022-06-25,12:00,22:00,종합운동장역,2호선,신당,하차,33.0,261.5,386.0,616.0,619.5,593.5,774.0,860.0,852.0,773.5,847.0,1063.0,1196.5,936.0,601.5,536.5,612.5,513.0,409.5,10.5
워터밤 2022,2022-06-26,12:00,22:00,종합운동장역,2호선,신당,하차,33.0,148.0,179.0,291.0,412.0,611.0,567.0,700.0,669.5,620.5,629.0,696.0,706.0,633.0,546.0,471.0,466.0,389.5,267.5,2.0
bts 콘서트 2019,2019-10-26,18:30,,종합운동장역,2호선,신당,하차,55.0,242.5,382.0,741.5,650.5,691.5,783.0,976.0,977.5,928.0,1032.5,1068.5,1247.5,1134.5,833.5,771.0,671.0,624.0,492.5,19.0
